id,date,massif,sommet,itineraire,description,orientation,caracteristique,origine_principale,origine_secondaire,type_ecoulement_principal,qualite_neige,risque_meteo_france,latitude,longitude,thumbnail,imagesNb,isPrivate,tags,updated,altitude_depart,altitude_arrivee
1513529363544,1513465200000,Aravis,Aiguille de Borderan,,b'Nombreuses plaques de fond dans ce secteur des Aravis. Celles observees (sur les photos) sont probablement parties entre le samedi 16 au soir et le dimanche 17 au matin.',S,b'Full depth avalanche',,,,,3 - MARQUE,45.877097,6.476183,/attached-files/thumbnails/1513529363544-1513529640204-PC170038.JPG,4,False,,1513529687000,1850,1600
1514063757013,1513378800000,Cantal,Le Lioran,Domaine de Fond d'Alagnon ; col de Rombière,"b'""Un skieur (ski de randonnee) est mort dans cette avalanche. Il avait 49 ans, etait semble-t-il experimente et connaissait le secteur. Il etait parti le matin, seul, a partir des pistes de ski de fond du Fond d\'Allagnon (station du Lioran) . Il comptait rentrer vers midi. A 13h45 ne le voyant pas revenir l\'alerte a ete donnee. Le peloton de montagne de Murat n\'avait pu le trouver le soir et a du interrompre les recherches vers 19h du fait du mauvais temps (visibilite, chutes de neige, survol par helico impossible). Il n\'a ete retrouve que le lendemain matin dimanche.<br>\r\nLe skieur aurait debute sa randonnee a partir des pistes de ski de fond puis serait monte vers Meije coste (le buron) au Nord pour faire un tour en passant sous le Puy de Batallouise. Il serait ensuite revenu au sud en passant sous le point 1582m , situe au sud du col de Rombiere et au nord du telesiege de Rombiere.<br>\r\nC\'est en pente sud du point 1582 que la coulee a eu lieu (pente sous le vent par rapport a la ligne de cretes a l\'ouest). La coulee etait de faible dimension (en largeur et longueur, combien de metres ?). Le skieur a ete retrouve sous environ 80cm de neige. Son baton depassait.""<br>Information recueillies par Thierry Chanier aupres du PGM de Murat par telephone, plus quelques elements provenant du journal La Montagne.'",S,b'',"Ski touring, downhill",,,,3 - MARQUE,45.093319,2.71867,,0,False,,1514064435000,1550,0
1513628704223,1513378800000,Mont Blanc,Courmayeur,Secteur du petit Dolonne,"b'""La pente etait deja bien tracee (une trentaine de traces au moins et nous voyons des moniteurs avec leurs clients plus bas) mais nous avons quand meme decide de skier un par un et de rester un maximum sur les cretes pas dans le goulet.\r\nLa neige semblait plutot stable.\r\n\r\nJe me suis arrete avant de sortir du goulet en me mettant sur le bord pour voir mon ami descendre.\r\nAu bout de quelques secondes jai apercu une avalanche partir environ 200m au-dessus de lui. Jai donc hurle pour le prevenir.\r\nIl a pu se coller aux rochers et na pas ete pris dans lavalanche.\r\n\r\nJai pour ma part hesite a partir pour aller me cacher quelques metres plus bas sur le cote mais jai attendu 1sec de trop en pensant que lavalanche ralentissait a tort.\r\nJai ete balaye par lavalanche et jai mis 5 secondes a arriver a tirer sur ma poignee dABS.\r\nJai glisse en surface et jai tape un gros arbuste qui ma arrache un ballon. Jai perdu mes 2 skis et un baton.\r\nLorsque tout sest arrete, javais un peu de neige dans la bouche que jai pu cracher rapidement et jai hurle pour savoir si mon pote etait pris ou pas. Il est arrive avec son DVA 20 sec plus tard.\r\nJe nai par chance pas eu de pepin physique.\r\n1 de mes skis etait a cote de moi et mon baton perdu etait bloque dans un arbuste, tout comme le ballon.""'",E,b'',Backcountry skier,,,Soft dry,3 - MARQUE,45.781119,6.926332,/attached-files/thumbnails/1513628704223-1513629342307-IMG_0198 détail.JPG,2,False,,1513629992000,2350,0
1513372604180,1513292400000,Beaufortain,Pointe de Combe Bénite,,"b'Ce vendredi apres-midi, une avalanche de 200 metres de longueur et 500 metres de large sest declenchee sur la face Est du sommet de la Combe Benite, au-dessus dAime, en Haute Tarentaise.\r\n\r\nIl, faisait du ski de randonnee avec un ami quand il a ete emporte, chutant dune barre rocheuse de 40 metres. Source Dauphine libere<br>Localisation imprecise'",E,b'',,,,,3 - MARQUE,45.592613,6.618335,,0,False,,1513372876000,0,0
1513620689423,1513292400000,Haute Tarentaise,Les Arcs,"RD 119 ""Plaque à vent""",,N,b'',Snow clearing machine,Snow,,,3 - MARQUE,45.574083,6.832778,,0,True,,1513846650000,2140,2095
1513371533156,1513292400000,Oisans,,,,SW,b'',,,,,4 - FORT,45.049069,6.315625,,0,True,,1513371533000,0,1517
1513370795648,1513292400000,Oisans,,,,SW,b'',,,,,Inconnu,45.037307,6.368392,,0,True,,1513370795000,1870,1850
1513282409984,1513119600000,Haute Tarentaise,La Tovière,Tignes Hors-piste - Pointe de Fresse,"b'Un homme a ete emporte par une avalanche alors qu\'il pratiquait le ski alpin en hors piste. Il a ete enseveli mais sera retrouve indemne et conscient.<br>\r\n""Nous sommes arrives quelques minutes apres l\'accident, les pisteurs prenaient en charge le secours. Ce sont deux skieurs du team qui nous precedaient de quelques cabines qui sont arrives les premiers et ont degage la victime, juste avant que les pisteurs n\'arrivent. Ces derniers parlaient d\'une cassure d\'environ un metre au depart. <br>\r\n Cas interessant de ""on tire de plus en plus loin..."", puis on arrive la ou il ne faut pas. ""<br>\r\nPhoto prise depuis la zone : Liv Sansoz'",SW,b'',Backcountry skier,,,,Inconnu,45.449137,6.923374,/attached-files/thumbnails/1513282409984-1513282984540-FullSizeRender (11).jpg,4,False,,1513285337000,0,0
1513196783925,1513119600000,Aravis,La Clusaz,Secteur : Etale – Pointe de Merdassier,"b'Declenchement preventif d\'une avalanche de grande ampleur. <br>\r\n""lors dun plan dintervention de declenchement davalanche (PIDA) totalement maitrise sur le domaine skiable de La Clusaz non en cours dexploitation, plusieurs tirs ont ete realises pour preparer louverture du secteur pour le samedi 23/12/2017.""<br>\r\nVideo sur les reseaux sociaux. <a href=""http://www.ledauphine.com/haute-savoie/2017/12/14/la-clusaz-le-declenchement-d-avalanche-qui-fait-le-buzz"">ou ici</a>'",NW,b'',CATEX,Snow,Mixed,,Inconnu,45.865668,6.442388,/attached-files/thumbnails/1513196783925-1513197603677-extrait video 4 détail.JPG,7,False,,1513273154000,2310,2100
1513145305893,1513033200000,Oisans,Lac du Chambon,RS 1091,b'Purges preventives par grenadage depuis helicoptere.',N,b'',Avalanche control (from helicopter),Snow,Mixed,,Inconnu,45.02651,6.172801,/attached-files/thumbnails/1513145305893-1513145467373-P1100165r.jpg,2,False,,1513261501000,2300,0
1513271833668,1513033200000,,Sestrière,Monte Querellet,"b'Tres vaste systeme de plaques declenche a distance par un seul skieur depuis le replat en aval. <br> Illustre fragilite du secteur, dans de nombreuses expositions.'",NW,b'',Heliski,,Mixed,Soft dry,Inconnu,44.934853,6.907535,/attached-files/thumbnails/1513271833668-1513272425484-IMG_2603.JPG,2,False,"à distance, ",1513273226000,2670,2550
1513094776655,1513033200000,Maurienne,Roche du Bonhomme,,"b""Vaste avalanche partie naturellement depuis l'epaule de la Roche du Bonhomme. Plusieurs cassures dans la face. <br>Incertitude sur la date exacte du depart (probablement le 11 ou le 12 decembre)""",SW,b'Soft slab',Snow,,,,Inconnu,45.161338,6.354142,/attached-files/thumbnails/1513094776655-1513095519691-PC120006 - Copie.JPG,2,False,,1513095760000,2700,0
1513092622507,1513033200000,Maurienne,Tête d'Albier le Vieux,,"b""Ensemble de plusieurs avalanches naturelles et de grande ampleur sur ce versant. Probablement parti le lundi 11 ou mardi 12 tot le matin. D'apres les locaux, des avalanches cet ampleur n'avaient pas ete observes depuis une 30ene d'annee. <br>Ce phenomene illustre bien la forte instabilites du moment et la redoutable efficacite des couches fragiles qui se sont mises en place en debut de saison.""",T,b'Soft slab',Snow,,,,4 - FORT,45.216815,6.393834,/attached-files/thumbnails/1513092622507-1513093172635-IMG_2787.JPG,6,False,,1513096405000,2400,0
1513844352272,1512946800000,Oisans,Saint Christophe en Oisans,RD 530 - Combe de l'Aiguiillat,"b""Avalanche spontanee, partie lors du redoux marque pendant l'episode de precipitations abondantes.""",W,b'',Snow,Warming,,,Inconnu,44.953888,6.19867,/attached-files/thumbnails/1513844352272-1513844710472-IMG_0892.JPG,5,False,,1513844789000,0,1300
1513112789799,1512946800000,Briançonnais,Montgenèvre,,"b""Plaque declenchee a distance par un passage d'engin de damage sur la piste en aval<br>\r\nPlusieurs resultats de belle ampleur dans le secteur au declenchement preventif. <br>\r\nAttention : couche fragile vraiment tres fragile observee sous la neige recente a quelques metres de la. effondrements et fissurations en surface au passage de skieurs.""",W,b'',Grooming machine,Snow,,Soft dry,Inconnu,44.913912,6.72882,/attached-files/thumbnails/1513112789799-1513113188595-IMG_1125 a.JPG,2,False,,1513113561000,2200,22170
1513017369422,1512946800000,Matheysine,Col d'Ornon,RD 526,"b""De nombreuses avalanches de grande ampleur sont descendues spontanement dans ce secteur du Col d''Ornon enter dimanche et ce lundi. Effet combine des fortes chutes de neige puis de la pluie. La chaussee n'a jamais ete atteinte.""",E,b'',Snow,Rain,,Wet,Inconnu,44.973966,5.956827,/attached-files/thumbnails/1513017369422-1513017753678-20171211_154115 a.JPG,1,False,,1513017912000,0,1050
1513093261151,1512946800000,Maurienne,Mont Falcon,,"b""L'ensemble de la face NE du Mt Falcon est partie. Grosse instabilite favorisee par les couches fragiles en place, puis les chutes de neige abondantes des ces 3 derniers jours. <br> Incertitude sur la date de depart de l'avalanche (le 11 ou le 12 decembre)""",NE,b'Soft slab',Snow,,,,Inconnu,45.167497,6.309969,/attached-files/thumbnails/1513093261151-1513094536235-PC120005 - Copie.JPG,4,False,,1513094585000,2600,1500
1513170855785,1512946800000,Dévoluy,Le Chauvet,,"b""Plusieurs avalanches dans le secteur, parties lors de l'episode pluvieux du lundi 11 decembre. La plus grosse est celle partie dans la combe centrale de la face Nord du Chauvet (premiere photo).""",NE,b'',,,,,Inconnu,44.6588611,5.8371724,/attached-files/thumbnails/1513170855785-1513171229573-IMG_0906.JPG,5,False,,1513173061000,1900,1600
1513016097654,1512946800000,Aravis,La Giettaz,RD 909 - Les Glières,"b""Route fermee preventivement pour la nuit : l'avalanche spontanee a atteint la chaussee, a l'occasion du puissant redoux apres des chutes de neige abondantes.""",W,b'',Snow,Warming,,Wet,Inconnu,45.850332,6.502144,/attached-files/thumbnails/1513016097654-1513016431770-DSC00033.JPG,5,False,,1513017000000,0,1000
1514393144130,1512946800000,Taillefer,Taillefer,Combe de la Pisse d'Ornon,,E,b'',,,,,Inconnu,45.012287,5.961248,,0,True,,1514393506000,0,1370
1514392293954,1512946800000,Taillefer,L'Etillier,,,E,b'',,,,,Inconnu,44.921048,5.94674,,0,True,,1514392676000,0,900
1513256615772,1512946800000,Oisans,,,,SW,b'',Rain,Snow,,Damp,5 - TRES FORT,45.037177,6.368748,,0,True,,1513256615000,1920,1900
1514392718186,1512946800000,Taillefer,Taillefer,Secteur Rochette : Col d'Ornon,,E,b'',,,,,Inconnu,45.009986,5.963525,,0,True,,1514393106000,0,1380
1514394394734,1512946800000,Taillefer,Grand Armet,Cross de Quinchiol,,E,b'',,,,,Inconnu,44.982434,5.956388,,0,True,,1514394767000,0,1110
1514651223689,1512946800000,Oisans,,,,SW,b'',Snow,,,,Inconnu,45.012288,6.479229,,0,True,,1514651363000,2400,1730
1513853954976,1512946800000,Champsaur,,Côte de la Maison,,SE,b'',Snow,Rain,,,Inconnu,44.697619,6.359997,,0,True,,1513853954000,0,0
1514391749050,1512946800000,Taillefer,Crête de la Brèche,RD 526,,E,b'',,,,,Inconnu,45.063248,5.997299,,0,True,,1514392254000,0,870
1514394815430,1512946800000,Taillefer,Grand Armet,Le Rochier,,E,b'',,,,,Inconnu,44.975261,5.95489,,0,True,,1514395081000,0,1080
1514394019270,1512946800000,Taillefer,Grand Armet,Couloir des Salières,,E,b'',,,,,Inconnu,44.978205,5.95606,,0,True,,1514394343000,0,1080
1513256310472,1512946800000,Oisans,,,,S,b'',Rain,Snow,,,5 - TRES FORT,45.034567,6.40088,,0,True,,1513256310000,2080,2048
1514393545678,1512946800000,Taillefer,Taillefer,Combe noire - Jargeatte Nord,,E,b'',,,,,Inconnu,45.032951,5.960526,,0,True,,1514393955000,0,1140
1513853482452,1512946800000,Champsaur,,Coulour des Gondouins,,E,b'',Snow,Rain,,,Inconnu,44.732599,6.238604,,0,True,,1513853482000,0,1370
1513112508399,1512946800000,Queyras,,La Fourche,,NE,b'',Snow,,,,5 - TRES FORT,44.781208,6.93653,,0,True,,1513254289000,0,1575
1512978288470,1512860400000,,Cîme de Cornillon,RD1091 Les Torches,"b'Gros depart spontane. Depot ""au raz de la route"".'",N,b'',Snow,Warming,,,Inconnu,45.118006,5.973906,/attached-files/thumbnails/1512978288470-1513198832321-IMG_0944.JPG,5,False,,1514318346000,0,720
1512930027142,1512860400000,Haute Maurienne,Bonneval sur Arc,RD 902 - Rosse Zaille,"b""L'avalanche de neige poudreuse a atteint la chaussee juste avant la fermeture programmee de l'itineraire afin de realiser le declenchement preventif. <br>\r\nPas de mal mais bonnes pelles indispensables. <br>\r\nNombreuses purges de ce type signalees en Savoie, Isere et Hautes Alpes... d'ou les nombreuses fermetures preventes de routes  cette nuit, au moins sur ces trois departements.""",W,b'',Snow,,Mixed,Soft dry,Inconnu,45.361627,7.03405,/attached-files/thumbnails/1512930027142-1512930711626-IMG_0779.JPG,2,False,,1512931601000,0,1785
1512930759062,1512860400000,Grandes Rousses,Vaujany,RD 43A,b'Chaussee atteinte. Gros ecoulement. Aurait deborde de chaque cote de la galerie.',T,b'',Snow,,,,Inconnu,45.158586,6.075364,/attached-files/thumbnails/1512930759062-1513580024355-IMG_0919.JPG,4,False,,1513893438000,0,0
1512931009778,1512860400000,Haute Tarentaise,Tignes,RD 87A - Aval paravalanche de la Forêt,,NE,b'',Snow,Warming,,,Inconnu,45.490818,6.925288,,0,True,,1512931551000,0,1862
1512901667834,1512774000000,Bauges,Pointe de la Sambuy,,"b""Une avalanche s'est declenchee a la mi-journee pres de la station de la Sambuy, situee au bout du lac d'Annecy, sur la commune de Faverges-Seythenex. Un groupe de trois skieurs de randonnee qui evoluait hors du domaine skiable au niveau de la petite sambuy (la station etait fermee ce samedi)  a ete emporte par la coulee d'une centaine de metres de long pour 40m de large et 40 a 60cm d'epaisseur. (source Dauphine libere)""",T,b'',,,,,Inconnu,45.695071,6.264528,/attached-files/thumbnails/1512901667834-1512925125518-Photo 2.JPG,2,False,,1512925171000,0,0
1512753448638,1512687600000,Queyras,St Véran,Pointe des Marcelettes,"b'""Nous venons d\'intervenir sur une avalanche avec deux personnes impliquees dont une qui a ete emportee mais non ensevelie totalement a la pointe des Marcelettes (St Veran, Queyras), versant nord altitude 2450. L\'avalanche fait 300 m de long sur une cinquantaine de metres et environ 50 cm d\'epaisseur partie au sol. Attention donc pour ce week-end : il ne devait pas y avoir grand-monde en montagne ce vendredi et nous sommes quand meme sortis pour une avalanche...""'",N,b'',,,,,Inconnu,44.681694,6.86375,,0,False,,1512933856000,2450,0
1512737104590,1512428400000,Mont Blanc,Le Tour,La Vormaine,"b'""Partenaire veut partir en premier, demarre rive droite 20 m sous le sommet du couloir, sous la bosse. 2 virages et me parait tomber, mais c\'est une plaque jusqu\'au au sol de 30m de large sur 70cm au plus haut qui se casse sous la bosse de depart et l\'emporte parmi de gros blocs durs d\'environ 1m2 sur 50cm au plus epais jusque en bas sur 130m de denivele"".<br>\r\nLire le recit tres interessant sur C2C (lien ci dessous). Merci ! <br>\r\nRemarque : j\'etais ce jour la dans le secteur avec l\'EMHM, pour une formation neige & avalanches. Conditions particulierement propices aux demonstrations des phenomenes d\'amorce et de propagation de ruptures dans les couches fragiles tres bien formees.'",SW,b'Wind slab',"Ski touring, downhill",,,Hard dry,Inconnu,46.015123,6.962795,/attached-files/thumbnails/1512737104590-1512737605922-1512425728_1272696103BI.jpg,2,False,,1512737906000,1980,0
1512403659113,1512255600000,Lauzière,Louche Precée,,b'Petite plaque partie tres probablement au passage du groupe qui nous precedait.',S,b'Soft slab',,,,Soft dry,Inconnu,45.437683,6.346738,/attached-files/thumbnails/1512403659113-1512404237457-IMG-20171203-WA0002.jpg,1,False,,1512404377000,2270,2240
1512319077967,1512169200000,Chartreuse,Dent de Crolles,Sortie vers le Pas de l'Oeille,"b'""Il etait parti seul samedi faire une randonnee a skis dans le secteur de la Dent de Crolles. Cet homme age d\'une quarantaine d\'annees a semble-t-il ete emporte par une petite coulee de neige qui l\'a entraine sur une centaine de metres""<br>\r\n""Au passage le plus technique du Pas, juste apres la vire du cable, la coulee a tout lisse sur son passage de part et dautre de leperon. Lascension en est rendue plus difficile qua laccoutume. Je debouche dans la derniere partie du Pas au niveau du gendarme. La coulee est passee a droite du gendarme (quand on regarde vers le sommet). Les traces de montee de mon predecesseur passent a gauche du gendarme, itineraire logique et habituel. Je poursuis jusqua la sortie du Pas ou je vois enfin la zone de depart de la coulee. A priori, lorigine est une rupture de pente a droite de la sortie du sentier dete (dans le sens montant)"". Extrait du recit par le randonneur qui a parcouru l\'itineraire peu apres l\'accident... sans le savoir.'",SW,b'',,,,,Inconnu,45.308159,5.853938,,0,False,,1512374424000,2020,0
1512313515627,1512169200000,Chartreuse,Petit Som,Secteur Pas du Loup,"b'""Les deux randonneurs que le PGHM recherchait depuis hier soir au niveau du Grand Som ont finalement ete retrouves morts au Petit Som""<br>\r\nCombe sud du col de Leschaux (info skitor.fr)'",SE,b'',,,,,Inconnu,45.386583,5.807042,,0,False,,1512389645000,1700,0
1512408981621,1512169200000,Vanoise,Roc Merlet,Secteur Refuge du Lac Merlet,"b'""Je l\'ai declenche en passant dessus a ski en descente. La taille est d\'environ 6m de large sur 40m de long et 35cm d\'epaisseur.\r\nIl faut savoir que certaines plaques sont parties de maniere spontanee sur les orientations W.""'",NE,b'',"Ski touring, downhill",,,,Inconnu,45.365043,6.654513,,0,False,,1512410565000,0,0
1495609840775,1495490400000,Haute Maurienne,Belle Plinier,,"b'""Nous avons ete surpris de declencher aujourd\'hui une belle plaque, a distance, en versant Nord de la Belle Plinier, alors que la neige etait plutot de type ""moquette de printemps"" : au final, une coulee de belle ampleur, a vitesse plutot moderee toutefois, et une petite frayeur.""<br>\r\nUn petit message pour attirer l\'attention sur les coulees de neige recente qui peuvent se produire, notamment en versant Nord. La derniere couche semble ne pas etre bien coherente avec la precedente, des coulees d\'ampleur se sont deja produites en versants ensoleilles, et aussi en Nord ; mais il reste manifestement des zones plaquees ou non encore purgees.""<br>  Ifformation diffusee sur SkiTour. Suivre le fil avec le lien ci dessous.'",N,b'',"Ski touring, downhill",,,Damp,Inconnu,45.170291,6.714936,/attached-files/thumbnails/1495609840775-1496050439444-IMG_1947.JPG,6,False,,1496085670000,2530,2380
1495392513328,1495231200000,Haute Tarentaise,Sainte-Foy-Tarentaise,Pointe des Mines - Vallon du Clou,"b'""La coulee de neige a emporte sur son passage un skieur alpiniste sur un denivele de 400 metres, qui lui a fait traverser une barre rocheuse d\'environ 50 metres.<br>\r\nLa victime agee d\'une trentaine d\'annees revenait dune expedition engagee le matin meme sur une nouvelle voie de la pointe des Mines. Originaire de la Tarentaise, il etait experimente et preparait le probatoire d\'aspirant guide.""<br>\r\nIl s\'agirait d\'une plaque de faible ampleur declenchee a ski a la descente. <br>\r\nLocalisation tres imprecise pour l\'instant.'",T,b'',"Ski touring, downhill",,,,Inconnu,45.548821,6.988428,,0,False,,1495610654000,0,0
1496259402304,1495231200000,Mont Thabor,Refuge Mt Thabor,La Faysse,b'Belle plaque declenchee a distance depuis la petite bosse 20 m avant la limite.\r\nLa coulee est partie environ 2 secondes apres le woumph.<br>\r\nLes conditions paraissaient pourtant excellentes.',SE,b'',"Ski touring, uphill",,,Damp,Inconnu,45.118594,6.593509,/attached-files/thumbnails/1496259402304-1496259742836-IMG_0963 a.JPG,2,False,"à distance, ",1496259946000,2750,0
1494949944190,1494885600000,Maurienne,Saint Colomban des Villards,Rd 927 - Col du Glandon,,N,b'',Cornice artificial triggering,Warming,,Wet,Inconnu,45.240474,6.171123,,0,True,,1494951018000,1940,1780
1494949517862,1494626400000,Maurienne,Aiguilles de l'Argentière,Aiguille J. Gaillard,"b'Assez vaste plaque partie probablement le samedi 13, mais peut etre dimanche ou lundi...'",E,b'',Warming,Snow,,,Inconnu,45.245742,6.143987,/attached-files/thumbnails/1494949517862-1494949862862-IMG_9590.JPG,4,False,,1494949923000,2620,0
1495177181848,1494626400000,Maurienne,Pointe des Sarasins,Rocher Gris,b'Encore une vaste plaque partie spontanement dans la nuit ou la matinee du samedi 13',NE,b'',Snow,,,,Inconnu,45.165745,6.621912,/attached-files/thumbnails/1495177181848-1495177885808-IMG_9123 a.JPG,3,False,,1495178089000,2600,0
1494921902566,1494626400000,Haute Tarentaise,Val d'Isère,RD 902 - Crête des Leissières,"b""Une des nombreuses plaques probablement descendues au premier rechauffement apres les precipitations. Illustre l'instabilite potentielle qui subsiste, et devrait s'exprimer encore en altitude avec le puissant redoux en cours.""",NW,b'',Warming,Snow,,Damp,Inconnu,45.433545,7.009955,/attached-files/thumbnails/1494921902566-1494922168938-7 IMG_0968.JPG,3,False,,1494922350000,2700,2485
1525621950905,1494280800000,Vanoise,Arc 2000,Aguille du Saint Esprit,"b'""Devant nous deux rapides gaillards sont montes en direction du col des Roches et ont bifurque vers lAiguille du St Esprit. La pente devenant raide, ils ont enleve leurs skis et les ont mis sur leurs sacs.\r\nProgressant a pied en taillant des marches, dun coup dun seul, une plaque a cede juste au dessus deux les embarquant pour une belle descente rapide et inattendue !\r\nJe les ai vu se debattre et nager comme deux diables, sauter les barres visibles sur la photo.\r\nArrives en bas, ils netaient pas ensevelis, un peu coinces et groggis pendant quelques secondes qui mont paru longues, mais sains et saufs. Javais deja positionne mon DVA en mode recherche , sortis la radio pour prevenir les secours, mais allant a leur rencontre, ils commencaient a emerger et a reprendre leurs esprits.\r\nUn avait perdu ses batons, lautre ses lunettes et fendu son casque !""'",N,b'',"Ski touring, uphill",Snow,,Soft dry,Inconnu,45.535815,6.849558,/attached-files/thumbnails/1525621950905-1525622328933-20170509_123022 détail.JPG,6,False,,1525805418000,3300,0
1494327250118,1494280800000,Haute Maurienne,Albaron,Pente en rive gauche (à l'ouest) du Col du Greffier,"b""Trois morts dans une avalanche au-dessus de Bonneval-sur-Arc, en Savoie. <br>\r\nLes trois alpinistes remontaient la pente lorsque la plaque s'est detachee et les a emportes. Bien que non enfouis, ils sont decedes suite a leurs blessures.""",N,b'',Alpinist,,,,Inconnu,45.345133,7.095258,/attached-files/thumbnails/1494327250118-1494518247981-2017-05-09 SECOURS BONNEVAL - MARC (4) a détail.JPG,3,False,,1494569246000,2900,2700
1494262181640,1494194400000,Queyras - Alpes Cozie N,Val d'Escreins,vallon de la Selette,"b""Avalanche declenchee vraisemblablement par le randonneur lui-meme qui evoluait en crampon dans une partie raide du couloir.\r\nLa personne a ete emportee, n'a pas ete ensevelie mais est decedee de ses blessures.""",NE,b'',,,,,Inconnu,44.591,6.77125,/attached-files/thumbnails/1494262181640-1494262735128-2017_05_08.jpg,1,False,,1494602927000,2950,2600
1493993752444,1493935200000,Haute Maurienne,Aiguille de Scolette,Face NW,"b'Un blesse grave dans cette avalanche de plaque, en versant ombrage d\'altitude. Des deux randonneurs emportes, l\'un est indemne<br>\r\nAttention : les conditions redeviennent instables en cette periode d\'alternance d\'eclaircies et de chutes de neige (""petit hiver"").\r\nCeux qui sortent ont remarque de nombreux effondrements a leur passage. Fragilite illustree par ce depart accidentel de plaque.<br>\r\nVigilance particuliere dimanche : beau temps apres neige et vent... sur couche(s) fragile(s)'",NW,b'',"Ski touring, uphill",,,Soft dry,Inconnu,45.163567,6.762282,/attached-files/thumbnails/1493993752444-1493994148048-IMG_9445.JPG,5,False,,1494157737000,3250,0
1492496837271,1492293600000,,Crots,Gros Ferrand,"b'""Enorme avalanche sur la face nord du Gros Ferrant.\r\nElle est partie sous le passage de 2 skieurs de randonnees a la descente.\r\nAu depart avalanche de plaque puis avalanche avec boules type avalanche de fonte. <br>Le secours a ete effectue par les sauveteurs du Detachement CRS Alpes de Briancon a bord de l\'helicoptere du Detachement Aerien de la Gendarmerie de Briancon. L\'une des victimes est poly traumatisee.<br>Information tres utile, en cette periodes ou de nombreuses avalanches sont signalees, avec le rechauffement et la presence de couches fragiles enfouies.<br>\r\nMeme type d\'avalanche que celle declenchee preventivement quelques jours plus tot aux Deux Alpes, meme exposition. <a href=""https://www.facebook.com/PisteursSecouristesLes2Alpes/videos/1497506916934160/"">Voir la video ici (seconde avalanche)</a>'",NE,b'',"Ski touring, downhill",Warming,,Damp,1 - FAIBLE,44.468829,6.458938,/attached-files/thumbnails/1492496837271-1492511248735-20170416_103730(0) détail.JPG,4,False,,1492513081000,2300,1800
1492359906759,1492120800000,Oisans,Pic de Combeynot,Sous le Pic Est,b'Plaque spontanee au rechauffement prolonge. Gros volume mobilise et depot important.',NE,b'',Warming,,,Damp,Inconnu,45.016276,6.429559,/attached-files/thumbnails/1492359906759-1492360097559-IMG_9158.JPG,7,False,,1492360208000,2700,1730
1492276335389,1491948000000,Ecrins,Tête de Couleau,,"b'""Grosse plaque de neige ""stabilisee"" reposant depuis des semaines sur la couche inconsistante de debut d\'hiver (itineraire I12.1 du Toponeige Ecrins Est). Photo prise du Pinfol. Le declenchement est du me semble t\'il  a la chaleur affectant desormais les pentes de ce type protegees jusqu\'a cette epoque. Les chutes de rochers ou de glace des pentes dominantes peuvent avoir joue un role. La cassure se situe vers 2750 et le depot important descend au dessous de 2450. D\'autres coulees de ce type avec la meme orientation sont parties sous Chabreyret.""'",NE,b'',Warming,,,Damp,Inconnu,44.701941,6.476308,/attached-files/thumbnails/1492276335389-1492276632321-DSC02491 a.JPG,4,False,,1492276679000,2750,2450
1492279570309,1491948000000,Oisans,Les 2 Alpes,Montagne de Rachas,"b'Vaste plaque de neige humide declenchee preventivement pour la securisation des pistes.<br>\r\n<a href=""https://www.facebook.com/PisteursSecouristesLes2Alpes/videos/1497506916934160/"">Voir la video ici</a> <br>\r\nAttention : ce genre de phenomene se produit aussi naturellement en ce moment...'",NE,b'',CATEX,Warming,,Damp,Inconnu,44.996752,6.158067,/attached-files/thumbnails/1492279570309-1492279985513-20170411_175343 a.JPG,6,False,,1492369933000,2660,2320
1491928371408,1491861600000,Vanoise,Pointe du Bouchet,,"b""Avalanche de plaque partie tot ce matin. Il est possible que la rupture ait ete initiee par un eboulement de gros blocs rocheux a l'amont de la plaque.""",E,b'',,,,,1 - FAIBLE,45.253614,6.606595,/attached-files/thumbnails/1491928371408-1491928832900-IMG_8692 - Copie.JPG,3,False,,1491939037000,3350,3050
1491575616729,1491516000000,Haute Maurienne,Rocher de la Dame,,"b'Avalanche de plaque, partie naturellement. La neige etait froide et encore bien poudreuse dans cette zone au moment du depart.'",N,b'',,,,Soft dry,2 - LIMITE,45.174982,6.699864,/attached-files/thumbnails/1491575616729-1491576202877-photo.JPG,2,False,,1491589567000,2550,2050
1491246072294,1490997600000,Cerces,Col du Lautaret,"RD 1091, proximité secteur Traverse","b""Gros volume mobilise avec cette plaque de fond. L'une des tres rares observees dans le secteur cette saison.""",SW,b'Full depth avalanche',,,,Damp,Inconnu,45.035404,6.387119,/attached-files/thumbnails/1491246072294-1491246289058-IMG_8806.JPG,7,False,,1491246570000,2090,2045
1491033295905,1490824800000,Vanoise,Val Thorens,Couloir de Bon Martin,b'Mise en garde : quelques plaques spontanees ou accidentelles au rechauffement',E,b'',Warming,,,Damp,Inconnu,45.24025,6.627971,/attached-files/thumbnails/1491033295905-1491033442385-20170331_115910 détail.JPG,2,False,,1491033487000,2500,0
